,psn,timestamp,hdbscan_label
0,69,2017-09-13 08:40:00,1
1,69,2017-09-13 14:20:00,1
2,69,2017-09-16 14:10:00,1
3,69,2017-10-05 18:00:00,1
4,69,2017-10-15 04:00:00,1
5,69,2017-10-17 11:20:00,1
6,69,2017-10-22 18:50:00,1
7,69,2017-10-25 12:40:00,1
8,69,2017-10-30 16:20:00,1
9,69,2017-11-01 13:00:00,1
10,69,2017-11-06 13:40:00,1
11,69,2017-11-18 00:30:00,1
12,69,2017-11-20 11:50:00,1
13,69,2017-11-23 17:10:00,1
14,69,2017-11-29 00:50:00,1
