timestamp,psn,pca_eig0,pca_eig1,pca_eig2,pca_eig3,pca_eig4
2017-08-12 04:30:00,41,8.232,-5.789,1.385,-2.212,0.413
2017-08-12 04:40:00,41,8.338,-5.631,1.578,-2.023,0.736
2017-08-12 04:50:00,41,8.223,-5.543,1.474,-2.203,0.516
2017-08-12 05:00:00,41,8.109,-5.587,1.408,-2.286,0.726
2017-08-12 05:10:00,41,8.265,-5.608,1.474,-2.232,0.709
2017-08-12 05:20:00,41,8.307,-5.707,1.251,-2.411,0.45
2017-08-12 05:30:00,41,8.141,-5.445,1.552,-2.179,0.522
2017-08-12 05:40:00,41,8.511,-5.74,1.488,-2.326,0.479
2017-08-12 05:50:00,41,8.122,-5.569,1.236,-2.419,0.388
2017-08-12 06:00:00,41,8.442,-5.705,1.53,-2.322,0.672
2017-08-12 06:10:00,41,8.242,-5.737,1.204,-2.547,0.27
2017-08-12 06:20:00,41,8.249,-5.702,1.331,-2.394,0.565
2017-08-12 06:30:00,41,8.447,-5.899,1.282,-2.492,0.478
2017-08-12 06:40:00,41,8.343,-5.596,1.44,-2.447,0.433
2017-08-12 06:50:00,41,8.273,-5.705,1.332,-2.461,0.41
2017-08-12 07:00:00,41,8.4,-5.74,1.235,-2.642,0.351
2017-08-12 07:10:00,41,8.065,-5.552,1.307,-2.509,0.599
2017-08-12 07:20:00,41,8.046,-5.663,1.282,-2.618,0.487
2017-08-12 07:30:00,41,7.989,-5.752,1.186,-2.718,0.527
2017-08-12 07:40:00,41,8.062,-5.747,1.344,-2.503,0.705
2017-08-12 07:50:00,41,8.391,-5.853,1.384,-2.579,0.604
2017-08-12 08:00:00,41,8.022,-5.644,1.106,-2.766,0.5
2017-08-12 08:10:00,41,8.233,-5.645,1.302,-2.632,0.518
2017-08-12 08:20:00,41,8.166,-5.81,1.127,-2.79,0.352
2017-08-12 08:30:00,41,7.931,-5.636,1.175,-2.806,0.448
2017-08-12 08:40:00,41,8.046,-5.617,1.173,-2.818,0.47
2017-08-12 08:50:00,41,7.88,-5.624,1.266,-2.8,0.521
2017-08-12 09:00:00,41,7.969,-5.755,1.127,-2.865,0.404
2017-08-12 09:10:00,41,8.109,-5.738,1.194,-2.869,0.236
2017-08-12 09:20:00,41,8.129,-5.775,1.284,-2.817,0.453
2017-08-12 09:30:00,41,8.254,-5.848,1.198,-2.802,0.368
2017-08-12 09:40:00,41,8.38,-5.829,1.503,-2.485,0.419
2017-08-12 09:50:00,41,8.397,-5.941,1.314,-2.584,0.47
2017-08-12 10:00:00,41,8.345,-5.809,1.283,-2.775,0.263
2017-08-12 10:10:00,41,8.213,-5.878,1.264,-2.723,0.418
2017-08-12 10:20:00,41,8.335,-5.761,1.417,-2.663,0.568
2017-08-12 10:30:00,41,8.26,-5.786,1.194,-2.868,0.249
2017-08-12 10:40:00,41,8.106,-5.77,1.246,-2.746,0.269
2017-08-12 10:50:00,41,8.279,-5.708,1.203,-2.909,0.599
2017-08-12 11:00:00,41,7.874,-5.815,1.004,-3.129,0.481
2017-08-12 11:10:00,41,7.992,-5.612,1.096,-3.109,0.684
2017-08-12 11:20:00,41,7.821,-5.561,0.967,-3.427,0.44
2017-08-12 11:30:00,41,7.504,-5.325,1.067,-3.558,0.35
2017-08-12 11:40:00,41,7.623,-5.448,0.839,-3.954,0.224
2017-08-12 11:50:00,41,7.262,-5.332,0.585,-4.208,0.22
2017-08-12 12:00:00,41,7.029,-5.161,0.738,-4.199,0.38
2017-08-12 12:10:00,41,7.247,-5.321,0.821,-4.285,0.475
2017-08-12 12:20:00,41,6.946,-5.384,0.439,-4.508,0.319
2017-08-12 12:30:00,41,8.124,-5.679,1.182,-4.615,0.321
2017-08-12 12:40:00,41,8.065,-5.649,0.951,-4.73,0.156
2017-08-12 12:50:00,41,8.909,-5.811,0.77,-4.888,-0.517
2017-08-12 13:00:00,41,8.987,-5.978,0.88,-4.897,-0.779
2017-08-12 13:10:00,41,8.597,-5.659,1.057,-4.456,-0.291
2017-08-12 13:20:00,41,8.832,-5.906,0.929,-4.459,-0.307
2017-08-12 13:30:00,41,8.727,-5.966,0.866,-4.459,-0.365
2017-08-12 13:40:00,41,8.989,-6.02,0.995,-4.235,-0.066
2017-08-12 13:50:00,41,9.017,-5.894,1.077,-4.248,-0.458
2017-08-12 14:00:00,41,8.75,-5.974,1.005,-4.236,-0.269
2017-08-12 14:10:00,41,9.284,-5.719,1.03,-4.425,-1.032
2017-08-12 15:10:00,41,8.876,-5.078,1.619,-1.043,-0.925
2017-08-12 15:20:00,41,9.521,-5.482,1.271,-2.731,-0.958
2017-08-12 15:30:00,41,8.593,-5.217,1.318,-2.849,-0.229
2017-08-12 15:40:00,41,8.41,-5.263,1.103,-3.232,-0.278
2017-08-12 15:50:00,41,8.409,-5.147,1.097,-3.418,-0.16
2017-08-12 16:00:00,41,8.515,-5.252,1.214,-3.481,-0.088
2017-08-12 16:10:00,41,0.828,3.626,-1.149,-2.263,-0.565
2017-08-12 16:20:00,41,0.742,3.557,-0.941,-2.02,-0.759
2017-08-12 16:30:00,41,0.694,3.626,-1.111,-2.245,-0.877
2017-08-12 16:40:00,41,0.742,3.67,-1.058,-2.156,-0.876
2017-08-12 16:50:00,41,0.703,3.62,-0.982,-2.037,-0.971
2017-08-12 17:00:00,41,0.69,3.572,-1.087,-2.182,-0.955
2017-08-12 17:10:00,41,0.734,3.821,-0.986,-2.026,-1.075
2017-08-12 17:20:00,41,0.596,3.476,-0.947,-1.98,-0.907
2017-08-12 17:30:00,41,0.666,3.737,-1.01,-2.034,-1.027
2017-08-12 17:40:00,41,0.621,3.429,-0.927,-1.936,-0.842
2017-08-12 17:50:00,41,0.312,3.454,-0.798,-1.665,-0.765
2017-08-12 18:00:00,41,0.369,3.713,-0.997,-1.775,-1.002
2017-08-12 18:10:00,41,0.332,3.62,-0.864,-1.641,-0.833
2017-08-12 18:20:00,41,0.365,3.592,-0.773,-1.473,-0.898
2017-08-12 18:30:00,41,0.425,3.576,-0.735,-1.283,-0.752
2017-08-12 18:40:00,41,0.431,3.637,-0.82,-1.417,-0.853
2017-08-12 18:50:00,41,0.431,4.114,-0.97,-1.509,-1.058
2017-08-12 19:00:00,41,0.489,3.921,-0.867,-1.41,-0.927
2017-08-12 19:10:00,41,0.357,3.688,-0.848,-1.373,-0.927
2017-08-12 19:20:00,41,0.55,3.944,-0.827,-1.281,-0.919
2017-08-12 19:30:00,41,0.63,3.903,-0.865,-1.291,-1.026
2017-08-12 19:40:00,41,0.481,3.987,-0.835,-1.306,-0.961
2017-08-12 19:50:00,41,0.564,3.994,-0.744,-1.186,-0.914
2017-08-12 20:00:00,41,0.449,3.698,-0.792,-1.28,-0.824
2017-08-12 20:10:00,41,0.45,3.751,-0.722,-1.236,-0.873
2017-08-12 20:20:00,41,0.572,3.717,-0.734,-1.168,-0.756
2017-08-12 20:30:00,41,0.462,3.902,-0.715,-1.147,-0.967
2017-08-12 20:40:00,41,0.553,3.856,-0.733,-1.213,-0.921
2017-08-12 20:50:00,41,0.466,3.732,-0.696,-1.145,-0.792
2017-08-12 21:00:00,41,0.495,3.955,-0.635,-1.082,-0.853
2017-08-12 21:10:00,41,0.423,3.502,-0.73,-1.365,-0.694
2017-08-12 21:20:00,41,0.41,3.636,-0.625,-1.194,-0.84
2017-08-12 21:30:00,41,0.503,3.871,-0.79,-1.257,-0.896
2017-08-12 21:40:00,41,0.51,3.775,-0.735,-1.098,-0.851
2017-08-12 21:50:00,41,0.535,3.91,-0.739,-1.12,-0.971
2017-08-12 22:00:00,41,0.505,3.876,-0.718,-1.076,-0.951
2017-08-12 22:10:00,41,0.481,3.838,-0.631,-0.938,-0.858
2017-08-12 22:20:00,41,0.521,3.719,-0.638,-0.958,-0.904
2017-08-12 22:30:00,41,0.532,3.754,-0.565,-0.853,-0.893
2017-08-12 22:40:00,41,0.554,4.082,-0.704,-0.925,-1.077
2017-08-12 22:50:00,41,0.562,3.788,-0.611,-0.774,-0.929
2017-08-12 23:00:00,41,0.472,3.604,-0.398,-0.699,-0.799
2017-08-12 23:10:00,41,0.618,4.02,-0.69,-0.862,-1.066
2017-08-12 23:20:00,41,0.556,4.036,-0.585,-0.803,-1.077
2017-08-12 23:30:00,41,0.481,3.938,-0.701,-0.867,-1.157
2017-08-12 23:40:00,41,0.535,3.791,-0.494,-0.68,-1.009
2017-08-12 23:50:00,41,0.518,4.038,-0.659,-0.845,-1.121
2017-08-13 00:00:00,41,0.516,3.798,-0.499,-0.673,-0.953
2017-08-13 00:10:00,41,0.526,3.789,-0.642,-0.827,-1.056
2017-08-13 00:20:00,41,0.535,3.947,-0.656,-0.807,-1.032
2017-08-13 00:30:00,41,0.508,3.811,-0.573,-0.832,-0.956
2017-08-13 00:40:00,41,0.613,3.991,-0.628,-0.906,-0.878
2017-08-13 00:50:00,41,0.516,3.993,-0.505,-0.809,-0.987
2017-08-13 01:00:00,41,0.496,3.816,-0.422,-0.64,-0.87
2017-08-13 01:10:00,41,0.493,3.935,-0.614,-0.771,-1.018
2017-08-13 01:20:00,41,0.495,3.863,-0.591,-0.803,-1.049
2017-08-13 01:30:00,41,0.553,3.881,-0.527,-0.708,-1.11
2017-08-13 01:40:00,41,0.62,3.898,-0.471,-0.604,-1.011
2017-08-13 01:50:00,41,0.598,3.95,-0.587,-0.713,-1.029
2017-08-13 02:00:00,41,0.571,3.807,-0.54,-0.686,-1.052
2017-08-13 02:10:00,41,0.601,3.983,-0.605,-0.627,-1.173
2017-08-13 02:20:00,41,0.53,3.8,-0.369,-0.484,-1.024
2017-08-13 02:30:00,41,0.655,4.099,-0.515,-0.532,-1.182
2017-08-13 02:40:00,41,0.558,3.876,-0.285,-0.421,-0.989
2017-08-13 02:50:00,41,0.59,4.089,-0.465,-0.526,-1.113
2017-08-13 03:00:00,41,0.608,4.163,-0.508,-0.632,-1.188
2017-08-13 03:10:00,41,0.595,4.055,-0.492,-0.593,-1.191
2017-08-13 03:20:00,41,0.601,4.0,-0.498,-0.595,-1.064
2017-08-13 03:30:00,41,0.565,3.869,-0.473,-0.612,-1.101
2017-08-13 03:40:00,41,0.578,3.972,-0.425,-0.571,-1.041
2017-08-13 03:50:00,41,0.632,3.936,-0.519,-0.628,-1.111
2017-08-13 04:00:00,41,0.49,3.689,-0.412,-0.56,-0.94
2017-08-13 04:10:00,41,0.645,4.173,-0.588,-0.633,-1.171
2017-08-13 04:20:00,41,0.604,4.151,-0.515,-0.608,-1.128
2017-08-13 04:30:00,41,0.586,3.827,-0.426,-0.59,-0.954
2017-08-13 04:40:00,41,0.562,4.091,-0.519,-0.704,-1.143
2017-08-13 04:50:00,41,0.558,3.781,-0.474,-0.648,-0.923
2017-08-13 05:00:00,41,0.579,3.775,-0.476,-0.653,-0.966
2017-08-13 05:10:00,41,0.6,3.977,-0.695,-0.844,-1.175
2017-08-13 05:20:00,41,0.568,3.973,-0.567,-0.705,-1.073
2017-08-13 05:30:00,41,0.676,4.208,-0.459,-0.577,-1.061
2017-08-13 05:40:00,41,0.602,3.963,-0.518,-0.73,-1.033
2017-08-13 05:50:00,41,0.665,4.243,-0.607,-0.788,-1.134
2017-08-13 06:00:00,41,0.665,4.066,-0.57,-0.721,-1.09
2017-08-13 06:10:00,41,0.694,4.282,-0.555,-0.643,-1.311
2017-08-13 06:20:00,41,0.615,4.117,-0.464,-0.615,-1.124
2017-08-13 06:30:00,41,0.591,3.938,-0.511,-0.663,-1.143
2017-08-13 06:40:00,41,0.603,4.125,-0.546,-0.721,-1.146
2017-08-13 06:50:00,41,7.555,-5.185,1.66,-1.63,0.33
2017-08-13 07:00:00,41,7.176,-4.949,1.281,-2.214,0.165
2017-08-13 07:10:00,41,7.966,-4.978,1.745,-2.008,0.349
2017-08-13 07:20:00,41,7.731,-5.27,1.416,-2.261,0.557
2017-08-13 07:30:00,41,7.662,-5.209,1.469,-2.215,0.438
2017-08-13 07:40:00,41,7.767,-5.27,1.394,-2.38,0.338
2017-08-13 07:50:00,41,1.073,3.896,-0.686,-1.183,-0.349
2017-08-13 08:00:00,41,8.101,-5.397,1.026,-2.702,0.098
2017-08-13 08:10:00,41,8.251,-5.334,1.347,-2.489,0.519
2017-08-13 08:20:00,41,7.851,-5.238,1.255,-2.649,0.394
2017-08-13 08:30:00,41,11.215,-5.909,1.42,-3.711,-2.677
2017-08-13 17:10:00,41,7.262,-4.835,2.004,-0.749,-0.807
2017-08-13 17:20:00,41,6.937,-5.093,1.539,-1.292,-0.304
2017-08-13 17:30:00,41,6.828,-4.944,1.14,-1.676,-0.339
2017-08-13 17:40:00,41,0.504,3.061,-0.728,-0.612,-1.329
2017-08-13 17:50:00,41,0.418,3.446,-0.567,-0.202,-1.412
2017-08-13 18:00:00,41,0.378,3.308,-0.469,-0.091,-1.36
2017-08-13 18:10:00,41,0.33,3.195,-0.35,0.078,-1.343
2017-08-13 18:20:00,41,0.291,3.335,-0.355,0.097,-1.397
2017-08-13 18:30:00,41,0.309,3.119,-0.395,0.174,-1.368
2017-08-13 18:40:00,41,0.372,3.466,-0.3,0.261,-1.482
2017-08-13 18:50:00,41,0.315,3.195,-0.177,0.432,-1.258
2017-08-13 19:00:00,41,0.381,3.5,-0.426,0.381,-1.579
2017-08-13 19:10:00,41,0.344,3.436,-0.232,0.557,-1.494
2017-08-13 19:20:00,41,0.291,3.166,-0.08,0.657,-1.352
2017-08-13 19:30:00,41,0.447,3.52,-0.351,0.57,-1.588
2017-08-13 19:40:00,41,0.33,3.196,-0.096,0.626,-1.317
2017-08-13 19:50:00,41,0.422,3.475,-0.272,0.589,-1.434
2017-08-13 20:00:00,41,0.351,3.127,-0.147,0.665,-1.238
2017-08-13 20:10:00,41,0.346,3.236,-0.291,0.436,-1.314
2017-08-13 20:20:00,41,0.335,3.331,-0.226,0.584,-1.464
2017-08-13 20:30:00,41,0.321,3.137,0.093,0.847,-1.243
2017-08-13 20:40:00,41,0.44,3.505,-0.114,0.735,-1.432
2017-08-13 20:50:00,41,0.374,3.155,-0.033,0.724,-1.192
2017-08-13 21:00:00,41,0.397,3.224,-0.109,0.755,-1.378
2017-08-13 21:10:00,41,0.358,3.408,-0.123,0.763,-1.486
2017-08-13 21:20:00,41,0.343,3.321,-0.211,0.628,-1.543
2017-08-13 21:30:00,41,0.377,3.314,-0.091,0.816,-1.439
2017-08-13 21:40:00,41,0.401,3.265,-0.03,0.874,-1.406
2017-08-13 21:50:00,41,0.397,3.27,0.114,0.987,-1.242
2017-08-13 22:00:00,41,0.434,3.444,-0.096,0.72,-1.401
2017-08-13 22:10:00,41,0.422,3.328,-0.054,0.878,-1.274
2017-08-13 22:20:00,41,0.402,3.394,-0.083,0.791,-1.299
2017-08-13 22:30:00,41,0.462,3.581,-0.127,0.817,-1.385
2017-08-13 22:40:00,41,0.398,3.518,-0.153,0.728,-1.495
2017-08-13 22:50:00,41,0.423,3.428,0.021,0.915,-1.422
2017-08-13 23:00:00,41,0.418,3.329,-0.118,0.815,-1.352
2017-08-13 23:10:00,41,0.452,3.41,-0.071,0.867,-1.411
2017-08-13 23:20:00,41,0.452,3.464,-0.001,0.976,-1.425
2017-08-13 23:30:00,41,0.393,3.098,-0.083,0.867,-1.345
2017-08-13 23:40:00,41,0.432,3.202,0.041,0.914,-1.319
2017-08-13 23:50:00,41,0.499,3.51,0.0,0.994,-1.42
2017-08-14 00:00:00,41,0.454,3.583,0.001,0.905,-1.373
2017-08-14 00:10:00,41,0.463,3.343,-0.14,0.77,-1.362
2017-08-14 00:20:00,41,0.467,3.274,-0.062,0.743,-1.272
2017-08-14 00:30:00,41,0.545,3.51,-0.004,0.921,-1.299
2017-08-14 00:40:00,41,0.4,3.376,-0.007,0.872,-1.441
2017-08-14 00:50:00,41,0.364,3.633,-0.17,0.738,-1.671
2017-08-14 01:00:00,41,0.478,3.556,-0.12,0.818,-1.509
2017-08-14 01:10:00,41,0.419,3.111,0.109,0.925,-1.125
2017-08-14 01:20:00,41,0.451,3.595,-0.02,0.805,-1.417
2017-08-14 01:30:00,41,0.454,3.257,0.177,1.079,-1.267
2017-08-14 01:40:00,41,0.407,3.32,0.059,0.895,-1.356
2017-08-14 01:50:00,41,0.424,3.203,0.004,0.932,-1.342
2017-08-14 02:00:00,41,0.462,3.337,0.018,0.987,-1.438
2017-08-14 02:10:00,41,0.528,3.41,0.149,1.117,-1.213
2017-08-14 02:20:00,41,0.432,3.281,0.097,0.978,-1.341
2017-08-14 02:30:00,41,0.472,3.426,0.115,1.071,-1.36
2017-08-14 02:40:00,41,0.516,3.75,-0.17,0.897,-1.658
2017-08-14 02:50:00,41,0.534,3.479,0.031,1.07,-1.464
2017-08-14 03:00:00,41,0.48,3.389,-0.094,0.909,-1.452
2017-08-14 03:10:00,41,0.479,3.299,0.003,0.974,-1.437
2017-08-14 03:20:00,41,0.43,3.391,0.081,1.114,-1.422
2017-08-14 03:30:00,41,0.503,3.599,0.015,1.016,-1.539
2017-08-14 03:40:00,41,0.431,3.423,0.177,1.084,-1.349
2017-08-14 03:50:00,41,0.479,3.466,0.024,0.983,-1.376
2017-08-14 04:00:00,41,0.452,3.328,0.023,0.991,-1.443
2017-08-14 04:10:00,41,0.405,3.142,0.093,1.051,-1.346
2017-08-14 04:20:00,41,0.469,3.451,0.043,1.04,-1.405
2017-08-14 04:30:00,41,0.501,3.483,0.035,1.033,-1.431
2017-08-14 04:40:00,41,0.458,3.34,0.143,1.084,-1.361
2017-08-14 04:50:00,41,0.524,3.567,-0.073,1.0,-1.561
2017-08-14 05:00:00,41,0.488,3.475,0.088,1.123,-1.367
2017-08-14 05:10:00,41,0.607,3.651,0.073,1.144,-1.475
2017-08-14 05:20:00,41,0.444,3.271,0.179,1.186,-1.419
2017-08-14 05:30:00,41,0.471,3.398,0.174,1.233,-1.483
2017-08-14 05:40:00,41,0.603,3.605,0.004,1.11,-1.45
2017-08-14 05:50:00,41,0.515,3.54,0.006,1.1,-1.553
2017-08-14 06:00:00,41,0.479,3.413,-0.192,0.862,-1.632
2017-08-14 06:10:00,41,0.572,3.396,0.022,1.085,-1.529
2017-08-14 06:20:00,41,0.456,3.486,0.08,1.08,-1.537
2017-08-14 06:30:00,41,0.595,3.565,-0.057,1.053,-1.497
2017-08-14 06:40:00,41,0.555,3.489,0.28,1.269,-1.327
2017-08-14 06:50:00,41,0.438,3.263,0.226,1.069,-1.288
2017-08-14 07:00:00,41,0.492,3.559,-0.023,0.984,-1.594
2017-08-14 07:10:00,41,0.49,3.412,0.096,0.978,-1.469
2017-08-14 07:20:00,41,0.515,3.546,-0.085,0.695,-1.551
2017-08-14 07:30:00,41,0.447,3.183,-0.04,0.673,-1.202
2017-08-14 07:40:00,41,0.496,3.618,-0.203,0.524,-1.485
2017-08-14 07:50:00,41,0.501,3.386,-0.066,0.473,-1.358
2017-08-14 08:00:00,41,0.388,3.243,-0.09,0.395,-1.287
2017-08-14 08:10:00,41,0.534,3.533,-0.26,0.24,-1.457
2017-08-14 08:20:00,41,0.411,3.54,-0.322,0.134,-1.471
2017-08-14 08:30:00,41,0.566,3.454,-0.315,0.077,-1.317
2017-08-14 08:40:00,41,0.477,3.289,-0.403,-0.102,-1.307
2017-08-14 08:50:00,41,0.434,3.375,-0.468,-0.275,-1.242
2017-08-14 09:00:00,41,0.495,3.481,-0.65,-0.521,-1.418
2017-08-14 09:10:00,41,0.391,2.95,-0.413,-0.422,-1.002
2017-08-14 09:20:00,41,0.366,3.331,-0.748,-0.708,-1.366
2017-08-14 09:30:00,41,0.361,3.236,-0.765,-0.844,-1.328
2017-08-14 09:40:00,41,0.216,3.04,-0.772,-0.939,-1.192
2017-08-14 09:50:00,41,6.863,-5.54,1.218,-2.215,-0.369
2017-08-14 10:00:00,41,7.059,-5.195,1.123,-2.491,-0.484
2017-08-14 10:10:00,41,6.726,-5.124,1.081,-2.534,-0.413
2017-08-14 10:20:00,41,7.128,-5.498,0.956,-2.655,-0.426
2017-08-14 10:30:00,41,7.04,-5.525,0.941,-2.694,-0.336
2017-08-14 10:40:00,41,7.642,-5.644,0.617,-2.984,-0.655
2017-08-14 10:50:00,41,7.812,-5.587,0.78,-2.796,-0.379
2017-08-14 11:00:00,41,7.634,-5.593,0.609,-2.958,-0.661
2017-08-14 11:10:00,41,7.908,-5.704,0.849,-2.753,-0.472
2017-08-14 11:20:00,41,7.63,-5.544,0.672,-2.897,-0.55
2017-08-14 11:30:00,41,7.804,-5.685,0.605,-2.986,-0.495
2017-08-14 11:40:00,41,7.713,-5.6,0.753,-2.883,-0.559
2017-08-14 11:50:00,41,7.754,-5.625,0.716,-3.0,-0.434
2017-08-14 12:00:00,41,7.66,-5.684,0.616,-3.181,-0.683
2017-08-14 12:10:00,41,7.836,-5.509,0.85,-2.969,-0.402
2017-08-14 12:20:00,41,7.69,-5.639,0.702,-3.078,-0.73
2017-08-14 12:30:00,41,7.789,-5.81,0.589,-2.799,-0.383
2017-08-14 12:40:00,41,7.609,-5.688,0.718,-2.929,-0.781
2017-08-14 12:50:00,41,7.585,-5.694,0.664,-2.881,-0.713
2017-08-14 13:00:00,41,7.564,-5.614,0.662,-2.851,-0.825
2017-08-14 13:10:00,41,7.591,-5.519,0.931,-2.744,-0.853
2017-08-14 13:20:00,41,7.463,-5.732,0.664,-2.829,-0.773
2017-08-14 13:30:00,41,7.753,-5.793,0.903,-2.669,-0.832
2017-08-14 13:40:00,41,7.597,-5.655,0.803,-2.806,-0.803
2017-08-14 13:50:00,41,7.749,-5.671,0.932,-2.517,-0.644
2017-08-14 14:00:00,41,6.783,-5.281,0.863,-2.332,-0.632
2017-08-14 14:10:00,41,6.967,-5.504,0.72,-2.461,-0.718
2017-08-14 14:20:00,41,6.87,-5.611,0.74,-2.414,-0.711
2017-08-14 14:30:00,41,6.963,-5.533,0.691,-2.433,-0.739
2017-08-14 14:40:00,41,6.904,-5.448,0.854,-2.323,-0.717
2017-08-14 14:50:00,41,7.085,-5.554,0.807,-2.29,-0.665
2017-08-14 15:00:00,41,7.292,-5.654,0.92,-2.133,-0.558
2017-08-14 15:10:00,41,7.225,-5.546,1.003,-2.01,-0.451
2017-08-14 15:20:00,41,7.388,-5.726,0.741,-2.165,-0.566
2017-08-14 15:30:00,41,7.012,-5.535,0.983,-1.9,-0.375
2017-08-14 15:40:00,41,7.24,-5.662,0.904,-2.101,-0.719
2017-08-14 15:50:00,41,7.23,-5.669,0.896,-2.031,-0.559
2017-08-14 16:00:00,41,7.224,-5.52,0.837,-1.931,-0.514
2017-08-14 16:10:00,41,7.248,-5.664,0.879,-1.996,-0.633
2017-08-14 16:20:00,41,7.152,-5.594,0.953,-1.864,-0.716
2017-08-14 16:30:00,41,7.244,-5.596,0.923,-1.888,-0.704
2017-08-14 16:40:00,41,7.226,-5.734,1.017,-1.718,-0.57
2017-08-14 16:50:00,41,7.154,-5.571,1.04,-1.71,-0.788
2017-08-14 17:00:00,41,7.322,-5.74,1.016,-1.712,-0.595
2017-08-14 17:10:00,41,7.217,-5.527,1.157,-1.429,-0.773
2017-08-14 17:20:00,41,7.346,-5.673,1.114,-1.43,-0.691
2017-08-14 17:30:00,41,7.335,-5.609,1.291,-1.242,-0.532
2017-08-14 17:40:00,41,7.052,-5.585,1.189,-1.389,-0.647
2017-08-14 17:50:00,41,7.189,-5.567,1.325,-1.314,-0.708
2017-08-14 18:00:00,41,6.958,-5.408,1.271,-1.266,-0.627
2017-08-14 18:10:00,41,7.436,-5.679,1.372,-1.104,-0.399
2017-08-14 18:20:00,41,7.257,-5.566,1.344,-1.172,-0.696
2017-08-14 18:30:00,41,7.095,-5.453,1.378,-1.1,-0.83
2017-08-14 18:40:00,41,7.401,-5.473,1.507,-0.962,-0.689
2017-08-14 18:50:00,41,7.085,-5.43,1.433,-1.024,-0.674
2017-08-14 19:00:00,41,7.357,-5.567,1.421,-1.037,-0.65
2017-08-14 19:10:00,41,7.286,-5.543,1.567,-0.961,-0.74
2017-08-14 19:20:00,41,7.548,-5.54,1.49,-0.841,-0.288
2017-08-14 19:30:00,41,7.461,-5.695,1.429,-0.985,-0.746
2017-08-14 19:40:00,41,7.32,-5.581,1.53,-1.005,-0.726
2017-08-14 19:50:00,41,7.537,-5.707,1.504,-0.961,-0.543
2017-08-14 20:00:00,41,7.331,-5.533,1.533,-1.022,-0.752
2017-08-14 20:10:00,41,7.407,-5.619,1.495,-0.981,-0.595
2017-08-14 20:20:00,41,7.652,-5.602,1.548,-1.013,-0.606
2017-08-14 20:30:00,41,7.35,-5.641,1.429,-1.019,-0.825
2017-08-14 20:40:00,41,7.42,-5.585,1.562,-0.816,-0.709
2017-08-14 20:50:00,41,7.662,-5.587,1.553,-0.855,-0.669
2017-08-14 21:00:00,41,7.517,-5.515,1.777,-0.68,-0.571
2017-08-14 21:10:00,41,7.551,-5.655,1.626,-0.862,-0.524
2017-08-14 21:20:00,41,7.544,-5.603,1.734,-0.691,-0.505
2017-08-14 21:30:00,41,7.506,-5.659,1.598,-0.865,-0.563
2017-08-14 21:40:00,41,7.573,-5.684,1.502,-0.901,-0.751
2017-08-14 21:50:00,41,7.458,-5.624,1.552,-0.78,-0.616
2017-08-14 22:00:00,41,7.665,-5.603,1.559,-0.814,-0.743
2017-08-14 22:10:00,41,7.636,-5.495,1.585,-0.815,-0.762
2017-08-14 22:20:00,41,7.363,-5.578,1.605,-0.782,-0.725
2017-08-14 22:30:00,41,7.588,-5.676,1.644,-0.805,-0.656
2017-08-14 22:40:00,41,7.614,-5.618,1.779,-0.675,-0.431
2017-08-14 22:50:00,41,7.526,-5.647,1.514,-0.901,-0.71
2017-08-14 23:00:00,41,7.474,-5.438,1.713,-0.744,-0.664
2017-08-14 23:10:00,41,7.509,-5.523,1.719,-0.765,-0.659
2017-08-14 23:20:00,41,7.609,-5.617,1.681,-0.77,-0.623
2017-08-14 23:30:00,41,7.455,-5.693,1.586,-0.809,-0.626
2017-08-14 23:40:00,41,7.547,-5.605,1.654,-0.787,-0.771
2017-08-14 23:50:00,41,7.526,-5.644,1.696,-0.809,-0.723
2017-08-15 00:00:00,41,7.631,-5.667,1.59,-0.724,-0.453
2017-08-15 00:10:00,41,7.729,-5.815,1.542,-0.797,-0.536
2017-08-15 00:20:00,41,7.432,-5.473,1.693,-0.758,-0.795
2017-08-15 00:30:00,41,7.726,-5.727,1.74,-0.618,-0.601
2017-08-15 00:40:00,41,7.577,-5.528,1.677,-0.652,-0.727
2017-08-15 00:50:00,41,7.506,-5.418,1.739,-0.675,-0.802
2017-08-15 01:00:00,41,7.697,-5.597,1.81,-0.667,-0.826
2017-08-15 01:10:00,41,7.749,-5.596,1.8,-0.549,-0.752
2017-08-15 01:20:00,41,7.693,-5.493,1.718,-0.745,-0.843
2017-08-15 01:30:00,41,7.755,-5.575,1.789,-0.614,-0.626
2017-08-15 01:40:00,41,7.573,-5.56,1.879,-0.541,-0.542
2017-08-15 01:50:00,41,7.695,-5.634,1.614,-0.746,-0.652
2017-08-15 02:00:00,41,7.628,-5.551,1.785,-0.687,-0.444
2017-08-15 02:10:00,41,7.703,-5.462,1.809,-0.752,-0.478
2017-08-15 02:20:00,41,7.618,-5.563,1.569,-1.049,-0.619
2017-08-15 02:30:00,41,7.626,-5.516,1.5,-1.105,-0.35
2017-08-15 02:40:00,41,7.778,-5.548,1.621,-1.011,-0.388
2017-08-15 02:50:00,41,7.529,-5.453,1.579,-1.088,-0.684
2017-08-15 03:00:00,41,7.565,-5.502,1.523,-1.174,-0.56
2017-08-15 03:10:00,41,7.653,-5.563,1.71,-0.94,-0.543
2017-08-15 03:20:00,41,7.535,-5.588,1.594,-0.944,-0.648
2017-08-15 03:30:00,41,7.81,-5.513,1.728,-0.778,-0.665
2017-08-15 03:40:00,41,7.582,-5.686,1.636,-0.772,-0.633
