timestamp,psn,perf_pow
2017-08-27 07:40:00,69,True
2017-08-27 09:00:00,69,True
2017-08-28 07:40:00,69,True
2017-08-29 16:40:00,69,True
2017-08-29 16:50:00,69,True
2017-08-29 17:00:00,69,True
2017-08-29 17:10:00,69,True
2017-08-29 21:10:00,69,True
2017-08-29 21:20:00,69,True
2017-08-29 21:30:00,69,True
2017-08-29 21:40:00,69,True
2017-08-31 09:00:00,69,True
2017-08-31 09:20:00,69,True
2017-08-31 22:50:00,69,True
2017-08-31 23:00:00,69,True
2017-10-05 18:00:00,69,True
2017-10-05 18:20:00,69,True
2017-10-05 18:30:00,69,True
2017-10-05 18:40:00,69,True
2017-10-05 18:50:00,69,True
2017-10-10 19:30:00,69,True
2017-10-11 09:40:00,69,True
2017-10-11 09:50:00,69,True
2017-10-11 10:00:00,69,True
2017-10-11 10:40:00,69,True
2017-10-15 03:30:00,69,True
2017-10-15 03:50:00,69,True
2017-10-15 04:00:00,69,True
2017-10-15 04:40:00,69,True
2017-10-22 01:20:00,69,True
2017-10-22 01:30:00,69,True
2017-10-22 01:40:00,69,True
2017-10-25 12:40:00,69,True
2017-10-25 13:00:00,69,True
2017-10-25 13:10:00,69,True
2017-10-25 13:20:00,69,True
2017-10-25 13:30:00,69,True
2017-10-30 16:20:00,69,True
2017-10-30 16:50:00,69,True
2017-10-30 17:00:00,69,True
2017-10-30 17:10:00,69,True
2017-10-30 17:20:00,69,True
2017-10-30 17:30:00,69,True
2017-11-01 13:00:00,69,True
2017-11-01 13:20:00,69,True
2017-11-01 13:30:00,69,True
2017-11-01 13:40:00,69,True
2017-11-01 13:50:00,69,True
2017-11-06 13:40:00,69,True
2017-11-06 14:10:00,69,True
2017-11-06 14:20:00,69,True
2017-11-06 14:30:00,69,True
2017-11-06 14:50:00,69,True
2017-11-06 15:00:00,69,True
2017-11-15 18:20:00,69,True
2017-11-20 11:50:00,69,True
2017-11-20 12:10:00,69,True
2017-11-20 12:20:00,69,True
2017-11-20 12:30:00,69,True
2017-11-29 00:50:00,69,True
2017-11-29 01:20:00,69,True
2017-11-29 01:30:00,69,True
2017-11-29 01:40:00,69,True
2017-11-29 02:10:00,69,True
