timestamp,psn,perf_pow
2015-12-09 09:10:00,34,True
2015-12-09 09:20:00,34,True
2015-12-18 18:40:00,34,True
2015-12-18 19:50:00,34,True
2016-01-17 01:50:00,34,True
2016-02-03 05:40:00,34,True
2016-02-03 05:50:00,34,True
2016-02-05 18:50:00,34,True
2016-02-05 19:40:00,34,True
2016-02-25 14:00:00,34,True
2016-02-25 14:30:00,34,True
2016-02-25 14:40:00,34,True
2016-02-25 15:20:00,34,True
2016-02-25 16:30:00,34,True
2016-02-26 09:50:00,34,True
2016-02-26 11:40:00,34,True
2016-02-26 11:50:00,34,True
2016-02-26 15:20:00,34,True
2016-02-26 15:30:00,34,True
2016-03-11 18:50:00,34,True
2016-03-11 19:00:00,34,True
2016-03-14 08:40:00,34,True
2016-03-14 08:50:00,34,True
2016-03-16 16:10:00,34,True
2016-03-16 16:20:00,34,True
2016-04-07 15:30:00,34,True
2016-04-07 15:40:00,34,True
2016-04-07 23:50:00,34,True
2016-04-08 00:00:00,34,True
2016-04-12 16:10:00,34,True
2016-04-12 16:20:00,34,True
2016-04-28 23:10:00,34,True
2016-04-28 23:20:00,34,True
2016-05-08 02:00:00,34,True
2016-05-08 02:10:00,34,True
2016-05-15 02:40:00,34,True
2016-05-15 02:50:00,34,True
2016-05-18 16:10:00,34,True
2016-05-18 16:20:00,34,True
2016-07-20 23:30:00,34,True
2016-07-20 23:40:00,34,True
2016-07-22 23:20:00,34,True
2016-07-22 23:30:00,34,True
2016-07-26 23:00:00,34,True
2016-07-26 23:10:00,34,True
2016-07-28 23:20:00,34,True
2016-07-28 23:30:00,34,True
2016-08-05 10:30:00,34,True
2016-08-05 10:40:00,34,True
2016-08-11 22:40:00,34,True
2016-08-11 23:30:00,34,True
2016-09-16 12:30:00,34,True
2016-12-25 11:40:00,34,True
2016-12-25 11:50:00,34,True
2017-01-09 01:50:00,34,True
2017-01-09 02:00:00,34,True
2017-03-10 03:30:00,34,True
2017-03-10 03:40:00,34,True
2017-05-02 09:10:00,34,True
2017-05-02 12:00:00,34,True
2017-05-02 12:20:00,34,True
2017-05-02 12:30:00,34,True
2017-05-02 13:20:00,34,True
2017-05-02 13:40:00,34,True
2017-05-14 07:10:00,34,True
2017-05-14 07:20:00,34,True
2017-06-01 21:20:00,34,True
2017-06-01 21:30:00,34,True
2017-06-24 08:30:00,34,True
2017-06-24 08:40:00,34,True
2017-08-24 06:10:00,34,True
2017-08-24 06:20:00,34,True
2017-09-30 02:30:00,34,True
2017-09-30 02:40:00,34,True
2017-10-20 09:40:00,34,True
2017-10-20 09:50:00,34,True
