,psn,timestamp,hdbscan_label
0,34,2016-06-11 03:10:00,1
1,34,2016-06-11 10:10:00,1
2,34,2016-06-11 12:10:00,1
3,34,2016-06-11 15:10:00,1
4,34,2016-06-11 22:10:00,1
5,34,2016-06-12 00:10:00,1
6,34,2016-06-12 03:10:00,1
7,34,2016-06-12 07:10:00,1
8,34,2016-06-12 08:10:00,1
9,34,2016-06-12 10:10:00,1
10,34,2016-06-12 17:10:00,1
11,34,2017-06-30 23:20:00,1
12,34,2017-07-01 07:20:00,1
13,34,2017-07-01 11:20:00,1
14,34,2017-07-01 19:20:00,1
15,34,2017-07-01 21:20:00,1
16,34,2017-07-01 23:20:00,1
